pt_date,pt_count,pt_mcode,pt_ecode1,prod_eff
2018-01-01,0.12,CD-02,101,104.03625385415887
2018-01-01,0.13,COM-09,143,95.44532034849631
2018-01-01,0.12,CD-13,1054,98.00469632190277
2018-01-01,0.12,CD-16,1055,112.32929999336928
2018-01-01,0.12,CD-21,230,112.16792046803869
2018-01-01,0.13,COM-10,183,111.24048648304951
2018-01-01,0.13,COM-14,161,106.18953625781003
2018-01-01,1.4,SX-05,1066,83.83999970063954
2018-01-01,0.13,FDF-05,143,99.44773899840072
2018-01-01,0.12,BDF-01,104,89.36345994950051
2018-01-01,0.13,COM-13,161,97.88995082177395
2018-01-01,0.13,FDF-06,1054,97.95731768952405
2018-01-01,0.13,FDF-06,1071,96.65199212989396
2018-01-01,0.12,CD-19,1062,111.0629082050622
2018-01-01,0.12,CD-26,1066,86.18514537424049
2018-01-01,1.4,SX-03,1062,86.19388634793769
2018-01-01,0.12,CD-15,1055,114.14434592011436
2018-01-01,0.13,COM-12,161,112.97944146779754
2018-01-01,0.12,CD-18,1062,111.65695388932372
2018-01-01,0.12,CD-19,143,112.32738074834127
2018-01-01,0.13,COM-13,182,96.7352133803323
2018-01-01,1.2,SX-08,1083,85.80651864662535
2018-01-01,0.13,COM-16,161,107.94457034272708
2018-01-01,0.13,COM-07,162,107.84741901683843
2018-01-01,0.13,COM-17,182,104.21390005115052
2018-01-01,1.4,SX-06,82,87.52800161559068
2018-01-01,0.13,FDF-01,105,105.61198172027746
2018-01-01,0.12,CD-20,1083,114.208481737962
2018-01-01,1.2,SX-13,1066,97.70922252724985
2018-01-01,0.12,CD-11,1055,113.43572273102566
2018-01-01,0.13,FDF-06,143,98.31818005804216
2018-01-01,0.12,CD-15,1054,113.9549610909701
2018-01-01,0.13,FDF-02,1066,99.16685494299419
2018-01-01,0.13,FDF-02,1083,99.98928601805142
2018-01-01,0.12,CD-25,145,110.280706767223
2018-01-01,1.2,SX-11,1071,87.30456806512741
2018-01-01,0.13,COM-02,183,169.70005662383215
2018-01-01,0.12,CD-04,104,114.5677620467158
2018-01-01,0.13,FDF-04,1071,99.3617573477888
2018-01-01,1.2,SX-11,1065,87.55466559837416
2018-01-01,0.13,FDF-04,1054,97.44217803953018
2018-01-01,0.12,CD-05,104,109.66392602059851
2018-01-01,0.13,FDF-05,1071,96.9360325900012
2018-01-01,1.4,SX-02,68,87.4424566528363
2018-01-01,0.12,BDF-03,146,79.92118961766008
2018-01-01,0.12,CD-01,104,114.75755124729031
2018-01-01,0.12,CD-24,1065,157.11891689201337
2018-01-01,0.13,COM-18,161,107.2346896289188
2018-01-01,0.12,CD-17,1055,117.66238818980725
2018-01-01,0.12,CD-03,101,111.29051344837549
2018-01-01,0.12,CD-25,236,80.22178632094206
2018-01-01,0.12,CD-14,1055,114.13611650816375
2018-01-01,0.12,CD-22,1083,113.11388617960048
2018-01-01,0.13,COM-06,183,101.72053341674564
2018-01-01,0.13,COM-09,183,97.6310938268466
2018-01-01,0.12,CD-03,103,110.43519705400702
2018-01-01,1.2,SX-15,1066,92.62681816517414
2018-01-01,0.12,CD-04,103,114.25082068945305
2018-01-01,0.13,COM-17,161,103.84717821647452
2018-01-01,1.2,SX-10,1062,88.06028187943005
2018-01-01,0.13,COM-12,145,111.88557702481584
2018-01-01,0.12,BDF-03,145,86.99506622999355
2018-01-01,0.13,COM-05,183,85.84894153677213
2018-01-01,1.2,SX-13,86,97.19455822759407
2018-01-01,1.4,SX-06,1071,87.34050029891901
2018-01-02,0.13,COM-11,145,76.9961369786608
2018-01-02,0.12,CD-09,104,97.35183221340988
2018-01-02,0.13,COM-04,183,82.99192010803313
2018-01-02,1.2,SX-09,161,83.56034660027397
2018-01-02,0.13,COM-06,143,71.9635348264687
2018-01-02,0.13,COM-12,161,112.14508378475348
2018-01-02,1.4,SX-03,1066,85.54342955219222
2018-01-02,0.13,FDF-05,1054,70.10780377485926
2018-01-02,1.2,SX-15,1066,61.37387894790041
2018-01-02,0.13,FDF-04,1071,0.0
2018-01-02,0.12,CD-05,104,85.80975934448706
2018-01-02,0.13,FDF-04,1054,0.0
2018-01-02,0.12,CD-17,1062,121.76037359912222
2018-01-02,1.4,SX-03,68,83.76188378471949
2018-01-02,0.13,COM-12,145,81.4444715377769
2018-01-02,0.12,CD-12,1054,114.69751869530936
2018-01-02,0.12,CD-24,1065,158.46305062675643
2018-01-02,0.13,FDF-01,1066,83.56392180441117
2018-01-02,0.12,CD-15,1054,119.1108906802664
2018-01-02,0.13,COM-14,145,73.26838580749506
2018-01-02,0.12,CD-04,104,84.03327110013639
2018-01-02,0.12,CD-20,1083,119.34375538058417
2018-01-02,0.12,CD-10,104,116.15210989548528
2018-01-02,0.12,CD-01,103,118.02655830091531
2018-01-02,0.12,CD-22,1083,118.3215770554623
2018-01-02,0.13,COM-03,162,165.66492465553446
2018-01-02,0.13,COM-11,182,106.3815895572275
2018-01-02,0.12,BDF-02,1083,99.20183163903282
2018-01-02,0.12,CD-01,101,118.56604100832136
2018-01-02,0.13,COM-02,162,169.78448321422968
2018-01-02,1.2,SX-15,86,91.67694376006895
2018-01-02,1.2,SX-11,86,89.05218900057258
2018-01-02,0.12,CD-19,146,88.59333176522217
2018-01-02,0.13,COM-17,161,105.72662633059069
2018-01-02,0.13,COM-16,145,78.81282559194612
2018-01-02,0.13,COM-13,182,95.11066026577869
2018-01-02,0.12,CD-02,104,80.81619035470672
2018-01-02,1.4,SX-04,1065,90.80374440610494
2018-01-02,0.13,COM-08,162,93.19491387917324
2018-01-02,0.12,CD-03,101,119.02786086563898
2018-01-02,0.13,COM-11,161,106.69161301127434
2018-01-02,0.13,COM-07,162,106.46409940354195
2018-01-02,1.2,SX-14,1066,95.94795687517107
2018-01-02,0.13,COM-06,162,97.51606148280844
2018-01-02,0.13,FDF-05,143,96.76493650202372
2018-01-02,0.12,CD-16,1054,116.56599769127486
2018-01-02,0.13,FDF-01,1083,84.39954708017
2018-01-02,0.12,CD-22,1065,118.18349082349701
2018-01-02,0.13,COM-01,162,86.17577473793564
2018-01-02,0.12,CD-14,1054,118.65605357702135
2018-01-02,0.12,CD-06,104,119.4218180839029
2018-01-02,0.12,BDF-03,162,81.27921271864601
2018-01-02,0.12,CD-20,1062,119.17935774795505
2018-01-02,0.12,CD-15,105,118.99829988182158
2018-01-02,1.4,SX-01,1055,47.85744930618709
2018-01-02,0.13,COM-03,143,109.47910168707618
2018-01-02,0.12,CD-17,1055,123.01316775431448
2018-01-02,0.13,FDF-03,1066,97.67579985630054
2018-01-02,0.13,COM-19,145,67.60271765052138
2018-01-02,0.12,CD-10,103,116.35484834831516
2018-01-02,1.4,SX-01,68,89.38169154471281
2018-01-02,1.4,SX-06,1071,85.60958164343106
2018-01-02,0.12,CD-26,182,116.64945521806403
2018-01-02,0.12,CD-13,1054,101.95013078217413
2018-01-02,0.12,CD-26,240,90.52525261251243
2018-01-02,0.13,COM-02,143,128.14775677863267
2018-01-02,0.13,COM-14,161,107.53369406174265
2018-01-02,0.12,CD-23,1054,119.36903896137736
2018-01-02,0.13,COM-15,182,107.18385150268644
2018-01-02,0.12,CD-14,105,118.83951379199458
2018-01-02,1.4,SX-06,82,87.45173067707779
2018-01-02,1.4,SX-05,68,82.21673681381995
2018-01-02,0.12,BDF-03,146,81.8825224637593
2018-01-02,0.12,CD-19,143,117.39553242694531
2018-01-02,0.13,COM-04,162,86.96463506619676
2018-01-02,0.13,COM-15,145,79.99402066799799
2018-01-02,0.12,CD-09,101,69.69920245834508
2018-01-02,0.12,CD-04,101,119.44226334961523
2018-01-02,0.13,COM-08,143,61.932989978109006
2018-01-02,0.12,CD-15,1055,90.16246970871359
2018-01-02,0.13,FDF-05,1071,98.7773057316613
2018-01-02,0.12,CD-13,1055,77.76592790497548
2018-01-02,1.4,SX-07,1066,90.6682752096444
2018-01-02,0.13,FDF-03,105,69.16560437293843
2018-01-02,1.2,SX-12,1065,75.9575434823424
2018-01-02,1.2,SX-12,1071,115.40734919818294
2018-01-02,0.13,COM-07,183,104.1309366751984
2018-01-02,0.12,CD-04,103,119.39156871270323
2018-01-02,0.13,FDF-02,1066,97.58501314214377
2018-01-02,0.12,CD-16,105,41.08075205830573
2018-01-02,0.12,CD-26,1066,116.47752966651585
2018-01-02,0.12,CD-25,1066,116.5577266139203
2018-01-02,0.13,COM-05,143,72.85473688378505
2018-01-02,0.13,COM-17,182,101.1223362400581
2018-01-02,0.12,CD-21,1062,116.4302140153917
2018-01-02,1.2,SX-14,1071,68.33227022370771
2018-01-02,0.13,FDF-07,1071,96.73667752991501
2018-01-02,0.12,CD-16,1055,116.34697899417915
2018-01-02,0.12,CD-09,103,97.21815989800892
2018-01-02,0.12,CD-23,1065,117.49316407512516
2018-01-02,0.12,BDF-01,104,94.55752303629637
2018-01-02,0.12,CD-20,1065,45.19644395026378
2018-01-02,0.13,FDF-03,1083,97.95085732058212
2018-01-02,0.13,FDF-06,1071,97.9560518674283
2018-01-02,0.13,COM-03,183,162.8545539941347
2018-01-02,0.12,CD-12,105,115.30779525975056
2018-01-02,0.12,CD-03,103,118.67971039472783
2018-01-02,0.12,CD-18,1062,118.63056615562454
2018-01-02,0.13,COM-16,182,107.8502170390938
2018-01-02,0.13,COM-16,161,108.58249482745585
2018-01-02,1.4,SX-01,1054,90.78706315440832
2018-01-02,0.12,CD-21,1066,116.73843812454224
2018-01-02,0.13,COM-05,183,92.11154103588778
2018-01-02,1.2,SX-08,82,84.15842321418923
2018-01-02,0.13,COM-17,145,68.50297500228906
2018-01-02,0.13,COM-18,182,94.7961755785234
2018-01-02,0.12,CD-08,101,83.48863910812177
2018-01-02,0.12,CD-24,245,108.16459941162717
2018-01-02,0.13,COM-13,161,94.23042386753822
2018-01-02,0.12,CD-02,101,109.3179700503014
2018-01-02,1.2,SX-09,82,84.14103082536732
2018-01-02,0.13,COM-15,161,108.491669493043
2018-01-02,0.13,COM-01,143,64.87675212069149
2018-01-02,0.12,CD-08,104,119.10550233857927
2018-01-02,1.4,SX-06,143,58.20821180679429
2018-01-02,0.13,COM-19,182,91.93390960713751
2018-01-02,0.13,COM-12,182,110.04786417033544
2018-01-02,0.13,COM-08,183,92.74018680643377
2018-01-02,0.12,CD-25,236,89.96743811995356
2018-01-02,0.12,CD-18,165,88.60733424757095
2018-01-02,0.13,COM-18,145,77.10803685347243
2018-01-02,0.12,CD-01,104,90.74649449986678
2018-01-02,0.12,CD-08,103,118.93709428158752
2018-01-02,0.13,COM-10,143,78.47146563487856
2018-01-02,0.13,COM-10,183,108.80250580823544
2018-01-02,0.12,CD-22,250,90.0442793477994
2018-01-02,0.13,FDF-06,143,98.45825306738985
2018-01-02,0.13,COM-10,162,112.03701065469593
2018-01-02,0.13,COM-09,183,95.58985412424086
2018-01-02,1.2,SX-13,86,103.33269332373966
2018-01-02,1.4,SX-02,68,87.13533478976747
2018-01-02,0.12,CD-13,105,102.14295968474931
2018-01-02,0.12,CD-11,105,115.75167557589792
2018-01-02,0.12,CD-05,103,119.64748163074606
2018-01-02,1.2,SX-10,161,87.09399217241062
2018-01-02,1.2,SX-08,1083,84.90569645759939
2018-01-02,0.12,CD-05,101,119.62953383997696
2018-01-02,0.13,FDF-06,1054,68.47261786140152
2018-01-02,0.12,CD-18,165,119.10995176743558
2018-01-02,0.12,CD-07,103,119.02564381327153
2018-01-02,1.2,SX-12,86,119.70000896482445
2018-01-02,1.4,SX-04,68,89.17889489687083
2018-01-02,0.13,FDF-01,105,56.30090256784952
2018-01-02,1.4,SX-05,1062,54.82696648136197
2018-01-02,0.12,CD-25,145,116.85643838371941
2018-01-02,1.4,SX-07,82,88.96465900011614
2018-01-02,1.4,SX-04,1062,61.44966694342853
2018-01-02,0.13,COM-14,182,104.90104822896936
2018-01-02,0.12,BDF-02,146,101.41345964553379
2018-01-02,0.12,CD-06,103,119.3326537665532
2018-01-02,1.2,SX-08,1071,59.87074781378351
2018-01-02,0.12,CD-03,104,88.30395449051109
2018-01-02,0.13,FDF-02,105,71.86318869528624
2018-01-02,0.12,CD-02,103,110.87252883926806
2018-01-02,0.12,CD-11,1055,87.90343474141552
2018-01-02,0.12,CD-23,245,89.31140861714547
2018-01-02,1.4,SX-02,1055,88.19604979212643
2018-01-02,0.12,BDF-02,105,68.03745706841488
2018-01-02,0.13,COM-09,162,98.0387879108699
2018-01-02,0.13,COM-13,145,70.33594646867833
2018-01-02,0.12,CD-07,101,86.68564041022414
2018-01-02,0.12,CD-24,1055,153.46931722591975
2018-01-02,0.13,COM-02,183,170.36308439279406
2018-01-02,1.2,SX-09,1066,57.13075876185152
2018-01-02,1.4,SX-02,1071,50.5554733133058
2018-01-02,0.12,BDF-01,1054,93.95998486898011
2018-01-02,1.2,SX-15,1071,89.76246188349928
2018-01-02,0.12,CD-06,101,82.74951080980216
2018-01-02,0.13,FDF-07,1054,59.249548108224715
2018-01-02,0.13,COM-06,183,96.76108454243872
2018-01-02,0.12,CD-17,146,93.25513810953069
2018-01-02,1.2,SX-11,1071,88.00262570241672
2018-01-02,0.12,BDF-03,145,55.6032700087511
2018-01-02,1.2,SX-13,1066,60.31894294626439
2018-01-02,0.12,CD-19,1062,117.21792465353322
2018-01-02,1.2,SX-10,82,87.10081955177704
2018-01-02,0.12,CD-11,1054,115.65820665902237
2018-01-02,0.13,COM-07,143,78.90835022197624
2018-01-02,1.4,SX-07,146,62.52773689125434
2018-01-02,1.4,SX-05,1066,82.26232396843275
2018-01-02,0.12,CD-12,1055,49.32298428431418
2018-01-02,0.12,CD-14,1055,92.64373170724836
2018-01-02,0.13,FDF-02,1083,99.9016819395222
2018-01-02,0.12,CD-10,101,78.81960535907395
2018-01-02,1.2,SX-13,1071,103.10004529595317
2018-01-02,0.12,CD-21,230,86.6904731245468
2018-01-02,1.4,SX-03,1062,58.18530544703689
2018-01-02,0.13,COM-18,161,107.49085324390137
2018-01-02,0.13,FDF-07,143,99.40747988282598
2018-01-02,1.2,SX-10,1062,61.49588399605128
2018-01-02,0.12,CD-07,104,119.39198367038277
2018-01-02,1.2,SX-11,1065,63.56454397383396
2018-01-02,0.12,BDF-01,1083,57.011577699478394
2018-01-02,0.13,COM-01,183,84.73707718835605
2018-01-02,0.13,COM-05,162,91.44609417350323
2018-01-02,0.13,COM-19,183,95.83574687867392
2018-01-02,0.13,COM-04,143,0.0012747409570870074
2018-01-02,0.13,COM-09,143,70.19713854697294
2018-01-02,1.2,SX-14,86,95.77766770773918
2018-01-03,0.13,COM-15,145,108.67737633273235
2018-01-03,0.12,CD-19,146,120.84199234639328
2018-01-03,0.12,CD-19,143,114.45876782242856
2018-01-03,0.12,CD-06,104,111.33055856381456
2018-01-03,0.13,COM-03,162,166.82565454801662
2018-01-03,0.13,COM-02,143,165.53509923503862
2018-01-03,1.2,SX-12,86,120.57740020624786
2018-01-03,0.13,FDF-06,1054,108.6436088917981
2018-01-03,0.12,CD-14,1054,123.09047082923323
2018-01-03,0.13,COM-06,183,61.26877383296125
2018-01-03,1.2,SX-10,82,86.18653075991148
2018-01-03,0.12,CD-23,245,122.02264435033042
2018-01-03,0.13,COM-06,162,97.12421345895382
2018-01-03,0.12,CD-10,101,87.37375418979624
2018-01-03,0.13,FDF-02,105,98.73862441860592
2018-01-03,0.13,COM-16,145,107.95638999430895
2018-01-03,0.12,CD-20,1083,117.37997994945431
2018-01-03,0.13,COM-13,182,96.05094291039863
2018-01-03,0.13,COM-09,162,95.16089587929945
2018-01-03,0.13,FDF-07,1054,98.76740025702809
2018-01-03,0.12,CD-04,103,110.12884557312536
2018-01-03,0.12,BDF-01,1054,82.79147880143107
2018-01-03,0.12,CD-02,101,115.5027749020988
2018-01-03,1.4,SX-01,1055,91.67064637662607
2018-01-03,0.12,CD-01,103,100.67507420841677
2018-01-03,0.12,CD-24,1065,108.63639932935914
2018-01-03,1.2,SX-11,1065,86.01452564929066
2018-01-03,0.12,BDF-02,146,91.81073043721062
2018-01-03,0.12,CD-06,103,117.8314822360608
2018-01-03,1.4,SX-07,1066,89.66959343077234
2018-01-03,0.12,CD-12,105,116.03138728605616
2018-01-03,0.12,CD-10,104,86.19058558495773
2018-01-03,0.13,COM-02,162,166.2775752761269
2018-01-03,1.2,SX-09,82,83.82752539747797
2018-01-03,0.12,CD-09,101,117.89869254838044
2018-01-03,1.4,SX-06,143,85.67691096539987
2018-01-03,0.12,CD-02,104,116.64260698568552
2018-01-03,0.13,COM-01,183,92.79894430565408
2018-01-03,0.13,COM-19,183,97.44495010474941
2018-01-03,0.12,CD-05,104,116.70699621956447
2018-01-03,0.12,CD-05,103,106.60092611662886
2018-01-03,1.4,SX-01,1054,90.21274964494509
2018-01-03,1.2,SX-15,1071,86.63584338123349
2018-01-03,0.12,CD-04,101,115.26928419520756
2018-01-03,0.12,CD-24,245,110.63007950678222
2018-01-03,1.4,SX-04,1062,87.02324513733333
2018-01-03,0.13,COM-07,162,106.13364424810943
2018-01-03,0.13,COM-17,145,104.77552531573765
2018-01-03,1.2,SX-09,1066,85.61012235332733
2018-01-03,0.13,COM-12,145,106.15686553849321
2018-01-03,0.12,CD-10,103,1.7901959612590816
2018-01-03,0.12,CD-26,182,115.46763523695435
2018-01-03,0.12,CD-15,105,117.819317456608
2018-01-03,0.12,CD-15,1054,118.78129586209437
2018-01-03,0.13,COM-07,143,101.01693659966541
2018-01-03,1.4,SX-02,68,88.8141808154011
2018-01-03,0.13,FDF-03,1083,97.75538535272443
2018-01-03,0.12,CD-05,101,114.46840281566469
2018-01-03,0.12,CD-18,165,123.90890914090322
2018-01-03,1.4,SX-06,82,87.40806609934822
2018-01-03,0.12,CD-21,1062,115.90275015704188
2018-01-03,0.13,COM-11,145,102.41906310565405
2018-01-03,1.4,SX-02,1055,89.13408639904839
2018-01-03,1.2,SX-13,1066,93.47904273806955
2018-01-03,0.12,CD-17,1055,120.78169058124584
2018-01-03,0.13,COM-19,145,98.02003425461348
2018-01-03,0.13,COM-18,145,106.63870777817621
2018-01-03,1.4,SX-01,68,85.49098031701318
2018-01-03,0.12,CD-12,1054,105.53808848372731
2018-01-03,0.13,COM-08,143,89.20915433055572
2018-01-03,0.12,CD-01,104,99.31246470831672
2018-01-03,0.12,CD-11,105,114.60417153313335
2018-01-03,0.12,CD-07,104,110.0550550361657
2018-01-03,0.12,CD-15,1055,123.49097867000059
2018-01-03,0.12,CD-24,1055,110.74609661614029
2018-01-03,1.2,SX-10,1062,85.20793925841525
2018-01-03,0.12,CD-13,1055,103.9891674338458
2018-01-03,0.12,CD-03,101,94.25002208726654
2018-01-03,1.2,SX-13,86,96.15453295414616
2018-01-03,1.2,SX-15,86,58.87407265840818
2018-01-03,0.13,COM-05,183,96.89755481994024
2018-01-03,0.13,COM-01,162,89.8289983884992
2018-01-03,0.12,CD-23,1065,114.40796470753969
2018-01-03,0.13,COM-04,143,90.00507804596536
2018-01-03,0.12,CD-04,104,116.97776927479252
2018-01-03,0.12,CD-13,1054,93.03467715405532
2018-01-03,0.13,FDF-06,1071,106.21865660572273
2018-01-03,1.4,SX-04,68,87.5055179905903
2018-01-03,1.4,SX-05,1062,82.34141099532224
2018-01-03,0.12,CD-18,165,117.11182479275931
2018-01-03,0.12,CD-03,103,116.93204437597264
2018-01-03,0.12,BDF-02,1083,92.52802532857348
2018-01-03,0.13,COM-16,182,107.83113783064972
2018-01-03,1.4,SX-05,68,82.15001219741762
2018-01-03,0.12,CD-09,103,114.74765793347122
2018-01-03,1.4,SX-07,82,89.91839608905364
2018-01-03,0.12,CD-08,101,117.61649393873215
2018-01-03,1.2,SX-14,1066,98.8170411618446
2018-01-03,1.4,SX-06,1071,86.4902067903907
2018-01-03,1.2,SX-11,1071,86.0335527985963
2018-01-03,0.12,CD-14,105,118.44662962870358
2018-01-03,0.12,CD-16,1055,117.22770115312444
2018-01-03,0.13,COM-03,183,160.7270937939445
2018-01-03,0.12,CD-07,103,118.1293144414364
2018-01-03,0.12,CD-16,1054,116.71893912772428
2018-01-03,0.13,COM-04,183,87.28220354298006
2018-01-03,1.4,SX-05,1066,80.93850730972049
2018-01-03,0.13,COM-10,162,109.3876295430251
2018-01-03,0.12,CD-11,1054,100.6613041186002
2018-01-03,0.13,FDF-07,1071,0.0
2018-01-03,0.12,BDF-02,105,93.85509700982507
2018-01-03,0.13,FDF-03,1066,95.52770312780521
2018-01-03,0.12,CD-21,230,119.390588851779
2018-01-03,0.12,CD-22,250,122.45085581458072
